year,title,company_name,language,event_type,performance_start_date,performance_end_date,venue_block_number,venue_street_name,venue_floor_number,venue_unit_number,venue_building_name,synopsis,rating_decision,consumer_advice
2018,WHEN WE DEAD AWAKEN,INTERCULTURAL THEATRE INSTITUTE LTD.,ENGLISH,Play,15/03/18,17/03/18,na,VICTORIA STREET,na,na,NATIONAL LIBRARY BUILDING,“When We Dead Awaken” is a melodramatic play that examines the symbolism of human life and morals through the relationships between four main characters.,Advisory,Some Mature Content
2018,SUPER MOMMY ENY,RESORTS WORLD AT SENTOSA PTE. LTD.,CHINESE,Play,17/05/18,22/06/18,na,SENTOSA GATEWAY,na,na,RESORTS WORLD SENTOSA,"""Super Mommy Eny"" is a musical about a family that decides to engage the help of a domestic helper Eny, to take care of the elderly grandfather. The story follows Eny and the family in how they overcome challenges.",General,na
2018,KOTAK,ENRICA ARIESTIA PRINATALIA,OTHERS,Play,7/4/2018,7/4/2018,71,BUKIT BATOK WEST AVENUE 8,na,na,DULWICH COLLEGE,"“Kotak” follows the story of 3 childhood best friends – John, Elon and Delia – and how the passing of John, a faithful follower of Christianity, brings Elon and Delia closer to the religion.",General,na
2018,THE (ASSUMED) VICIOUS CYCLE OF A (MELAYU) YOUTH,SAIFUL AMRI BIN AHMAD ELAHI,ENGLISH,Play,26/07/18,28/07/18,85,SULTAN GATE,na,na,na,"The play traces the lives of Man, Amir, Laily and Mimi from the day they were born to the day they celebrate their newborn.  It charts the rites of passage they have to go through as Malay youths.",General,na
2018,WHAT REALLY MATTERS?,TAPESTRY PLAYBACK THEATRE LTD.,ENGLISH,Play,26/05/18,27/05/18,93,TOA PAYOH CENTRAL,na,na,TOA PAYOH CENTRAL COMMUNITY BUILDING,"""What Really Matters?"" is a playback theatre performance about what matters in love, work, family and community. Audiences will be invited to share their stories and improvised by the performers.",General,na
2018,SINGAPORE IMPROV FESTIVAL,THE IMPROVISATION COMPANY PRIVATE LIMITED,ENGLISH,Play,15/03/18,18/03/18,na,na,na,na,na,The Singapore Improv Festival is a four-day indoor event featuring a series of improvisational workshops and unscripted live shows by local and international improv artists and theatre groups.,Advisory 16,Some Mature Content and Coarse Language
2018,UNDERCLASS,THE NECESSARY STAGE LTD,OTHERS,Play,16/05/18,3/6/2018,na,MARINE PARADE ROAD,B1,2,MARINE PARADE COMMUNITY CENTRE,"The multilingual play “Underclass” explores the issues of poverty, widening class divide, inequality and human dignity in relation to the poor and marginalised groups of people in Singapore.",Advisory 16,Some Mature Content
2018,ALL IN YOUNG WRITERS FESTIVAL 2018 - TOGETHER,SINGAPORE REPERTORY THEATRE LTD,ENGLISH,Play,17/03/18,17/03/18,2,ORCHARD LINK,na,na,SCAPE,This event is an indoor play about how the friendship between Timothy and Randolph is affected by Timothy’s upcoming marriage to Melissa.,Advisory 16,Some Mature Content
2018,ALL IN YOUNG WRITERS FESTIVAL 2018 - TORN,SINGAPORE REPERTORY THEATRE LTD,ENGLISH,Play,18/03/18,18/03/18,na,ORCHARD LINK,na,na,SCAPE,"An indoor play about how Reanne and Amy who are torn between their parents after their parent's divorce, and how they try to manage the tension between their parents' strained relationship.",General,na
2018,SHOOTING STAR THE MUSICAL,GARRICK WONG KIA LIEH,OTHERS,Play,7/4/2018,7/4/2018,na,na,na,na,na,"""Shooting Star The Musical"" is a Cantonese musical about three friends and the challenges they face while pursuing their music dreams.",General,na
2018,36 VAYADHINILEY - A TAMIL STANDUP COMEDY,INTEGRAL THOUGHTS PTE. LTD.,TAMIL,Play,5/5/2018,5/5/2018,na,TESSENSOHN ROAD,na,na,CLUB CSC @ TESSENSOHN,An indoor Tamil standup comedy show by Praveen Kumar.,General,na
2018,"FRAMED, BY ADOLF",THE FINGER PLAYERS LTD,ENGLISH,Play,17/06/18,17/06/18,na,EMPRESS PLACE,na,na,VICTORIA THEATRE,"""Framed, by Adolf"" is the second play of a trilogy presented by The Finger Players. The play follows a woman claiming to have discovered a great painting, supposedly by Adolf Hitler himself that will re-write art history.",Advisory 16,Mature Content and Some Coarse Language
2018,HAYAVADANA,IZAARA PTE. LTD.,ENGLISH,Play,27/04/18,29/04/18,90,GOODMAN ROAD,na,na,GOODMAN ARTS CENTRE,"An adaptation of an acclaimed play, Hayavadana. This adapted version explores the idea that humans are imperfect and have limitations. The performance incorporates some traditional indian dance as part of storytelling.",General,na
2018,SINGAPOOR MAAPILAI,SINGAPORE INDIAN THEATRE & FILM EXPLORERS (S.I.T.F.E.) PTE. LTD.,TAMIL,Play,20/04/18,22/04/18,na,GOODMAN ROAD,1,na,GOODMAN ARTS CENTRE,A play about Indian Singaporeans and their early tendency to look to India for prospective bridegrooms in order to maintain links.,General,na
2018,AND SUDDENLY I DISAPPEAR... THE SINGAPORE 'D' MONOLOGUES,ENCRE8 PTE. LTD.,OTHERS,Play,25/05/18,27/05/18,na,STAMFORD ROAD,na,na,NATIONAL MUSEUM OF SINGAPORE,"An indoor performance about the life experiences of, and the challenges faced by the deaf and disabled.",General,na
2018,LIKHAE JO KHAT TUJHAE,MOMENTZ BY AZZAH PTE. LTD.,OTHERS,Play,13/04/18,13/04/18,1,ESPLANADE DRIVE,1,na,ESPLANADE - THEATRES ON THE BAY,An indoor reading of love letters from Urdu literature by artistes Sania Saeed and Tajdar.,General,na
2018,KUMAR GOES SILENT!,THE COMPLEAT STORE PTE. LTD.,ENGLISH,Play,7/4/2018,7/4/2018,na,RAFFLES LINK,B1,47,ONE RAFFLES LINK,An indoor stand-up comedy performance by Kumar via wireless headsets.,Advisory 16,Some Mature Content
2018,THE CONSULTANT,WAG THE DOG THEATRE LTD.,ENGLISH,Play,17/05/18,27/05/18,na,VICTORIA STREET,3,1,NATIONAL LIBRARY BUILDING,"Written by Heidi Schreck, ""The Consultant"" is a comedic play that revolves around five characters at a pharmaceutical advertising agency struggling to retain their jobs in the face of the 2008 economic recession.",Advisory 16,Some Mature Content and Coarse Language
2018,HAPPY EVER LAUGHTER - STANDUP COMEDY MADNESS!,DREAM ACADEMY PRODUCTIONS PTE. LTD.,OTHERS,Play,11/7/2018,29/07/18,17,STAMFORD ROAD,na,na,CAPITOL THEATRE,"""Happy Ever Laughter – Standup Comedy Madness!"", a stand-up comedy show presented by Dream Academy Productions Pte. Ltd. and currently in its fourth edition, features 12 local comedians, namely Selena Tan, Kumar, Irene Ang, Koh Chieng Mun, Sebastian Tan, Suhaimi Yusof,  Alaric Tay, Judee Tan, Sharul Channa, Fakkah Fuzz, Preeti Nair aka Preetipls and Rishi Budhrani.",Advisory 16,Mature Content
2018,SIZE MATTERS,PLAY ACTING PERFORMANCE CENTRE PTE. LTD.,ENGLISH,Play,30/04/18,30/04/18,90,GOODMAN ROAD,na,na,GOODMAN ARTS CENTRE,“Size Matters” consists of eight short skits that explore the stereotypical roles men play in a patriarchal society.,Advisory 16,Mature Content
2018,GAMARJOBAT ASIA TOUR 2018,LOL XE PTE. LTD.,ENGLISH,Play,24/03/18,24/03/18,100,VICTORIA STREET,3,1,NATIONAL LIBRARY BUILDING,"""Gamarjobat Asia Tour 2018"" is an indoor comedy mine performance by two Japanese comedians Ketch and Hiri-pon.",General,na
2018,JO KOY - LIVE IN SINGAPORE,LA COMEDY LIVE PTE. LTD.,ENGLISH,Play,30/06/18,30/06/18,1,VENTURE AVENUE,3,na,BIG BOX,"“Jo Koy – Live in Singapore” features a one-man stand-up comedy act by Filipino-American comedian, Joseph Glenn Herbert, who goes by his stage name, Jo Koy, as well as an opening act by American comedian, Chase DuRousseau.",Advisory 16,Mature Content and Coarse Language
2018,MARGARET CHO - FRESH OFF THE BLOAT - LIVE IN SINGAPORE,LA COMEDY LIVE PTE. LTD.,ENGLISH,Play,15/05/18,15/05/18,na,STADIUM WALK,na,na,KALLANG THEATRE,"""Margaret Cho - Fresh Off The Bloat - Live In Singapore"" is a stand-up comedy show featuring American comedian, Margaret Cho. The show will have an opening act by a guest comedian.",R18,Mature Content and Coarse Language
2018,ONE METRE SQUARE: VOICES FROM SUNGEI ROAD,WILD RICE LTD,CHINESE,Play,19/07/18,22/07/18,na,MCNALLY STREET,na,na,LASALLE COLLEGE OF THE ARTS,"""One Metre Square: Voices From Sungei Road"" is a verbatim play that draws attention to the difficulties faced by the elderly vendors who find themselves helpless in the face of displacement one year after the Sungei Road Market has ceased to exist. The play will be presented in Mandarin and dialect.",Advisory,Some Mature Content
2018,KUNGFU BONDA,PURPLE AURA PRODUCTIONS,ENGLISH,Play,16/06/18,16/06/18,na,MARINA BOULEVARD,na,na,ONE MARINA BOULEVARD,"""Kungfu Bonda"" is a stand-up comedy featuring Chennai comedian Baggy.",Advisory,Some Mature Content
2018,SINGAPORE THEATRE FESTIVAL 2018 : SUPERVISION,WILD RICE LTD,ENGLISH,Play,5/7/2018,15/07/18,na,MCNALLY STREET,1,na,LASALLE COLLEGE OF THE ARTS,"“Supervision” is an indoor play presented as part of Wild Rice’s Singapore Theatre Festival. The play revolves around Yanti, a young Indonesian domestic helper, who is hired by Jenny to take care of her wheelchair-bound elderly father, Teck. While Yanti tries to keep up with Jenny's high expectations of her work, the relationship between the three characters takes an unexpected turn when Teck finds out about the surveillance cameras that Jenny had installed in his house.",Advisory,Some Mature Content
2018,FOURTEEN,"LIM YU CONG, DARRYL",ENGLISH,Play,8/6/2018,10/6/2018,42,WATERLOO STREET,na,na,na,The story revolves around fourteen-year-old Fadhil as he struggles with an identity crisis in school. The play explores social issues that may impact young teenagers who grow up in a confined and stifling environment.,Advisory 16,Some Mature Content and Coarse Language
2018,#COMEDYBANGBANG,R2 RESOURCES PTE. LTD.,ENGLISH,Play,1/9/2018,1/9/2018,1,ESPLANADE DRIVE,na,na,ESPLANADE - THEATRES ON THE BAY,"“#Comedybangbang” is a stand-up comedy performance hosted by local comedian Samuel See and feature the following six comedians:  Dato Afdlin Shauki (Malaysia), Daniel McGrath (USA), Dzar Ismail (Singapore), Jacky Ng (Singapore), Jocelyn Chia (Singapore), and Judee Tan (Singapore).",R18,Mature Content and Some Coarse Language
2018,OFF STAGE,"GUO CHENGWEI, DARREN",OTHERS,Play,30/05/18,3/6/2018,2,SOON WING ROAD,6,14,SOON WING INDUSTRIAL BUILDING,An indoor devised play that explores the various roles people play and the various processes of staging a play.,General,na
2018,HERE AND BEYOND,TOY FACTORY PRODUCTIONS LTD.,ENGLISH,Play,19/07/18,28/07/18,1,ZUBIR SAID DRIVE,na,na,na,"“Here and Beyond” is a staging of 12 stories by Singaporean writers which will be performed as short plays, first-person narrations and devised/design-centric presentations.",Advisory,Some Mature Content
2018,13.13.13,THEATREWORKS (SINGAPORE) LTD.,ENGLISH,Play,18/07/18,4/8/2018,72-13,MOHAMED SULTAN ROAD,na,na,na,"""13.13.13"" is a play about the relationship between William and Samantha, who seemingly have a perfect arrangement in terms of not having children or getting married. Their relationship takes an unexpected turn that changes their lives forever.",Advisory 16,Mature Content and Some Coarse Language
2018,GUARDS AT THE TAJ,SINGAPORE REPERTORY THEATRE LTD,ENGLISH,Play,14/11/18,1/12/2018,na,MERBAU ROAD,na,na,na,"“Guards at the Taj” is an indoor play set in Arga, India in 1648. It tells the story of two imperial guards, Humayun and Babur, who are tasked to stand guard at the Taj Mahal as it is being built.",Advisory 16,Some Mature Content and Coarse Language
2018,KEVIN HART: THE IRRESPONSIBLE TOUR LIVE IN SINGAPORE,LIVE NATION (SINGAPORE) PTE. LTD.,ENGLISH,Play,13/12/18,13/12/18,1,RAFFLES BOULEVARD,6,na,SINGAPORE INT'L CONVENTION & EXHIBITION CTR,"Stand-up comedy act by American comedian, actor and producer, Kevin Hart.",Advisory 16,Some Mature Content and Coarse Language
2018,SIM FILM AND PERFORMING ARTS SOCIETY PRODUCTION 2018 - FPARISE: IMPERIUM,SINGAPORE INSTITUTE OF MANAGEMENT PTE. LTD.,ENGLISH,Play,4/8/2018,4/8/2018,461,CLEMENTI ROAD,na,na,na,"SIM Film and Performing Arts Society Production 2018 – Fparise: Imperium” is a theatre production comprising three short plays:1)""The Funeral""; 2)""Deidra""; and 3)""Eironeia"".",Advisory,Some Mature Content
2018,BUGIS: RAINBOW IN MY HEART,SINGAPORE I-LIEN DRAMA SOCIETY,CHINESE,Play,23/06/18,23/06/18,na,OLD PARLIAMENT LANE,na,na,THE ARTS HOUSE AT THE OLD PARLIAMENT,"""Bugis: Rainbow in My heart” is an indoor Chinese play about an elderly man with dementia, and his memories of the Bugis area from when he used to stay there many years back.",Advisory,Some Mature Content
2018,PRESS GANG,WILD RICE LTD,ENGLISH,Play,5/7/2018,15/07/18,1,MCNALLY STREET,na,na,LASALLE COLLEGE OF THE ARTS,"""Press Gang"" is staged as part of Wild Rice's Singapore Theatre Festival 2018. Written by Singaporean playwright, Tan Tarn How, the play is set in the newsroom of a fictional local mainstream newspaper, ""The Singapore Times"", and revolves around the running of and power play within the news agency.",Advisory 16,Mature Content
2018,CABARET,"STAGE CLUB, SINGAPORE, THE",ENGLISH,Play,9/5/2018,12/5/2018,na,MERBAU ROAD,na,na,na,"“Cabaret” is a musical adapted from the short novel, Goodbye to Berlin (1939) by Christopher Isherwood. Set in 1930s Berlin as the Nazi party is rising to power, the musical focusses on the nightlife at the Kit Kat Klub nightclub, and revolves around a young American writer Cliff Bradshaw and his relationship with English cabaret performer Sally Bowles.",Advisory,Some Mature Content
2018,MY GRANDFATHER'S ROAD ????,NEO KIM SENG,OTHERS,Play,14/06/18,17/06/18,42,WATERLOO STREET,na,na,na,"""My Grandfather's Road"" is a theatre project of stories 
that had taken in Mr Neo's family while they were staying in his paternal grandfather, Mr Neo Pee Teck's house, which is located on the road named after the latter. The event will feature monologues in English or Cantonese, as well as a photograph exhibition.",General,na
2018,CHINATOWN CROSSINGS,DRAMA BOX LTD.,ENGLISH,Play,22/06/18,18/08/18,14B,TRENGGANU STREET,na,na,na,The play follows the story of an Indian man who grew up in a shophouse in Chinatown in the 60s and 70s. It is an immersive theatrical production that will bring audiences on a tour of Chinatown’s significant landmarks.,General,na
2018,ATUL KHATRI LIVE IN SINGAPORE,CRYSTAL CONCEPTZ PTE. LTD.,OTHER INDIAN,Play,9/6/2018,9/6/2018,5,KOEK ROAD,5,7,CUPPAGE PLAZA,"“Atul Khatri Live in Singapore” is one-man stand-up comedy act by Indian comedian, Atul Khatri.",Advisory,Some Coarse Language
2018,"CENTRE 42 PRESENTS ""THE VAULT: @THISISEMERALDGIRL""",CENTRE 42 LIMITED,ENGLISH,Play,29/06/18,30/06/18,42,WATERLOO STREET,na,na,na,"""@thisemeraldgirl"" is an adaptation of the play, ""Emily of Emerald Hill"". In this performance, Elisabeth Gan, the grand-daughter of the matriarch and current owner of Emerald Hill, invites the audience into her home for one night, while sharing stories about her grandmother and family with everyone.",General,na
2018,RUNAWAY,"HO KYE XUAN, SAMUEL",ENGLISH,Play,13/07/18,15/07/18,na,GOODMAN ROAD,na,na,GOODMAN ARTS CENTRE,"""Runaway"" is one-half revue and one-half original musical. The music centres around two runaways, Mia and Kai, who board a mysterious and magical train to nowhere. Time stands still on this train and they meet other people from long ago. They soon realise that they are trapped on the train forever and Mia tries desperately to escape. On the other hand, Kia, an orphan, chooses to stay on the train.",General,na
2018,PARIS BY LORANT DEUTSCH,DUROT NATHALIE,OTHERS,Play,31/05/18,31/05/18,1,SARKIES ROAD,GF,na,na,"An indoor performance by French actor-writer Lorant Deutsch, brings the audience on a multi-sensory tour of Paris' famous monuments.",General,na
2018,SING'THEATRE ACADEMY SHOWCASE - THE GREATEST SHOW,SING'THEATRE LTD.,ENGLISH,Play,18/05/18,19/05/18,na,GOODMAN ROAD,na,na,GOODMAN ARTS CENTRE,“Sing’Theatre Academy Showcase – The Greatest Show” is an indoor performance about the plight of a troupe of circus performers after it is taken over by a new owner.,Advisory,Some Mature Content
2018,HUMAN VALUE DRAMA FESTIVAL (2018),SRI SATHYA SAI ORGANISATION OF SINGAPORE,ENGLISH,Play,11/7/2018,11/7/2018,na,WOODLANDS AVENUE 9,na,na,REPUBLIC POLYTECHNIC,"“Human Value Drama Festival (2018)” is supported by the Singapore Kindness Movement and SINDA. Through drama, the festival aims to promote the practice of the five human values of truth, right action, peace, love and non-violence in Singaporean youth and community. Six plays written by secondary school students will be performed.",Advisory,Some Mature Content
